"再见李可乐 今天开始供暖了
温馨提示：由于天气寒冷，再见李可乐今日正式供暖。据悉，已看完的观众纷纷表示，《再见，李可乐》暖你一整个冬天。 ​",正性
捕捉美好🖤#微博视界大会# ​,正性
伊朗和俄罗斯签署了一份文件，旨在对抗美国和西方对两国实施的制裁 ​,正性
这些天收到了无数篇骂我的私信，在这些私信中，我唯独回复了这位朋友的私信，同时也希望所有不论和意见多么相左的朋友，都能够爱惜自己的身体与生命。而我对这位朋友所说的最后一句话，也是我想对所有歌手的歌迷或粉丝说的一句话：把歌和人分开，人的性格三观不是永远一致（甚至不是每时一致），你们所 ​,正性
#联通好服务 用心为客户#广西联通五象总部基地智慧社区网格服务团队，他们负责南宁五象总部基地附近片区，作为高端景观住宅、别墅、商业圈及居民社区配套一体的大型社区，在服务过程中一直保持零投诉。该团队也全力配合政府、楼宇的施工要求，在别人下班的时候，正是他们加班开始的时候。五象总部基地 ​,负性
#明星大咖[超话]# 王牌对王牌第7季 本来涛姐的笑点这么有文化啊刘涛 杨迪 沈腾 贾玲 关晓彤#明星##优质博文上热搜计划# http://t.cn/A6lL6Vzb ​,负性
灿烂[haha] ​,正性
"#周深[超话]# 📻
#周深声生不息# 周深@卡布叻_周深 专属《深深留声机》EP01播放进行中▶️欢迎收看《跟着你到天边》彩排&后台花絮！#声生不息# http://t.cn/A6lwkfSc ​",正性
52#联通好服务  用心为客户#河南联通郑州分公司投诉处理专家刘峻华，她为民服务初心不改，积极践行高品质服务标准，让“近悦远来”的好口碑，成为郑州联通的靓丽名片。 ​​,正性
牛牛牛[鼓掌][鼓掌][鼓掌]5号盘前技术分享的#龙版传媒 sh605577[股票]# 继续强势来个涨停版，恭喜跟上的粉丝朋友们[666][666][666] ​,正性
#大侦探9 首案阵容#好的！在等魏大勋了！！！！先看个今年大侦探演唱会下班路透解解馋吧http://t.cn/A6WR1G24 ​,正性
#声生不息# 首次vlog✌🏻揭秘山河图舞台台前幕后，悄悄告诉你们歌词真的很难，我半夜还查了字典解析🤫 http://t.cn/A6lZ5kv2 ​,正性
米山舞 PROMARE 里欧·弗提亚 ​,正性
今年是携手@中国乡村发展基金会 的第六年，小小的善举能够影响很多，公益的火把也需要更多人的延续。点滴善意汇聚成光，今天是国际志愿者日，让我们向@善行100 志愿者们表达敬意，未来我们继续携手，为乡村孩子们的美术梦想增添一抹温暖色彩，共同守护小朋友们的彩色梦想。#善行100# ​,正性
#江西省民政厅正在调查花10万中2.2亿#10万买彩票中2.2亿！比公务员行测全部选对还难！ http://t.cn/A6ly4uVN ​,负性
"在炸一下，华为6G已经完成卫星上网验证！

近日，华为6G实验室首席科学家王俊，在空天信息产业国际会议上，就放出来了这个让世界都震惊的消息！

最后总结一句话就是：华为6G的实验测试已经宣告成功！
并且，完成了通过近地轨道卫星上网的验证！

很多人对这个6G没有概念，这么说吧，华为的6G，要正式 ​",正性
普京今天抵达迪拜。 俄罗斯的孤立情况如何？ ​,正性
今年以来市场资金避险情绪升温，越来越多的投资者开始寻找具有较低风险、较低波动特点的产品，中短债基金因契合此类需求得到市场的广泛关注。中银季季享不投资于股票资产，也不投资任何可转债（可分离交易可转债的纯债部分除外）、可交换债，并且只选AA+以上高评级纯债，力求降低波动、控制回撤。 ​,正性
【#男孩偷卖家中31斤金条变现565万#】#未成年偷卖家中31斤金条买兰博基尼#近日，武汉东湖新技术开发区人民法院审结一起案件。2022年元月，未成年小张在吕某协助下，偷偷将家中31斤金条卖掉变现565万，小张用这些钱买了豪车、奢侈品。此外，还给了吕某21万元作为报酬。小张的母亲刘女士得知实情后，将吕 ​,正性
#区块链[超话]#12月7日消息，a16z crypto推特发文分享了2024年值得关注的加密趋势，包括进入去中心化新时代；重置未来的用户体验；模块化技术堆栈的兴起；人工智能与区块链的结合；P2E（Play to earn）变成P+E（play and earn）；当人工智能成为游戏制作者时，加密货币提供了保证；形式验证变得更加简 ​,负性
#你好12月# 我怕大年三十的鞭炮太响🎆 ​,负性
#2023最出圈的电影名场面#本年度最令你印象深刻的大银幕名场面是哪一幕？（选项有限，欢迎评论区多多补充~）#跨年电影愿# http://t.cn/A6lw3UIk ​,正性
裹暖暖的，在天桥上吹吹风儿。 ​,负性
"#听周深唱跟着你到天边崩不住了# 周深声生不息家年华EP01cut（20分钟）
“社恐”周深的融入家庭氛围全程：勇敢迈出第一步，预备洗杯子洗一期的深深+周深《跟着你到天边》舞台纯享+剪辑师喜欢周深的表情包和笑声时刻+周深《在希望的田野上》合作舞台
#周深跟着你到天边穿回百年前中国#  ​",正性
瑞典已经知道它犯了一个战略错误。“我们的自由主义政治太幼稚了” ​,正性
#大喜来啦# 选到100张图的时候被按住了… #微博视界大会# ​,负性
#魏晨 演唱会# 魏晨郑州音乐嘉年华《流星雨又来临》现场，人帅唱歌又好听！ http://t.cn/A6lzVTxh ​,中性
【#宝宝奶瓶碎了父母急中生智用#】近日安徽，宝宝奶瓶碎了如何应急，家长急中生智。网友：办法总比困难多。 http://t.cn/A6lLwPRJ ​,正性
"关于五月天涉及“假唱”事件，目前属地文化市场稽查部门已在调查。是真唱，还是假唱，相信会有科学，客观的调查结果。

对于此前网上争议比较大的几个演唱会现场视频，我放一起，至于真假，大家自行判断。

对于观众的合理质疑、投诉意见，演唱会的表演者、主办方，均须加以正视，做到有则改之，无则加 ​",正性
"早，今晚7点， #小米澎湃OS体验沟通会#
记得观看[心] ​",正性
和唐国强老师合影  ​,正性
[二哈][二哈][二哈][二哈] ​,负性
只存在于早上刚起  ​,负性
本人于12月3日（周日）晚上八点左右于大兴区西红门荟聚商场，宜家家居沙发处丢失华为mate60pro白色手机一台，手机没多少钱，捡到您不知道华为账号密码您也用不了，手机内信息对我来说很重要，如有人于该时间段捡到，麻烦送到西红门派出所或宜家家居保安处，必有重谢#北京##西红门# ​,负性
"大雪至·万物藏
#我在未来科学城万怡#
静候雪落，酝酿四时的终章
#courtyardbjcp##大雪#  ​",正性
阳台对面的这位男租户[微笑]我真忍你够久了[怒骂]从我搬过来这里开始，不定期地我会听到在你下班回来要洗澡时进行的一系列扰民操作[怒骂][怒骂]OK我理解，热水器开水时也就是洗澡时候水声大，所以我并不想计较。但是你什么操作[怒骂]一边洗澡一边看视频[微笑]我不知道你这个视频是听的还是看的，总之就 ​,负性
喝饱了[开学季]  ​,中性
"#网传男孩遭亲爸后妈虐待睡楼道#
这事儿真相是什么不评论，因为每家和每家的情况不一样
但是要是我们家孩子，我给他上楼下酒店开个房
一天一两百块我还是负担的起的
睡楼道我就想不出来这种方法[doge]  ​",负性
"相识十年，相恋五年，在计划领证的当天，打开了他的手机，发现他出轨
虽然全身都在抖，但还是用手机拍下了那一页页恶心的聊天记录，反胃，干呕，在卫生间吐了两下，去叫醒他，让他收拾东西，从我家滚
他迅速删除聊天记录，跟我解释说只是普通同事，我没说话，把他的东西都从衣柜里扔出来，让他半小时内 ​",负性
和唐国强老师合影  ​,正性
"大雪至·万物藏
#我在未来科学城万怡#
静候雪落，酝酿四时的终章
#courtyardbjcp##大雪#  ​",正性
只存在于早上刚起  ​,负性
本人于12月3日（周日）晚上八点左右于大兴区西红门荟聚商场，宜家家居沙发处丢失华为mate60pro白色手机一台，手机没多少钱，捡到您不知道华为账号密码您也用不了，手机内信息对我来说很重要，如有人于该时间段捡到，麻烦送到西红门派出所或宜家家居保安处，必有重谢#北京##西红门# ​,负性
喝饱了[开学季]  ​,中性
阳台对面的这位男租户[微笑]我真忍你够久了[怒骂]从我搬过来这里开始，不定期地我会听到在你下班回来要洗澡时进行的一系列扰民操作[怒骂][怒骂]OK我理解，热水器开水时也就是洗澡时候水声大，所以我并不想计较。但是你什么操作[怒骂]一边洗澡一边看视频[微笑]我不知道你这个视频是听的还是看的，总之就 ​,负性
梦中情司[爱慕]  ​,正性
"#网传男孩遭亲爸后妈虐待睡楼道#
这事儿真相是什么不评论，因为每家和每家的情况不一样
但是要是我们家孩子，我给他上楼下酒店开个房
一天一两百块我还是负担的起的
睡楼道我就想不出来这种方法[doge]  ​",负性
嘻嘻，今天被小领导夸夸，开心😁 ​,正性
"还有谁比我醒得早
昨天四点🕓 今天六点🕕  ​",负性
抓住秋天的尾巴🍂  ​,中性
好朋友两年前去世了，有一天他的支付宝小鸡到我这里来了…… ​,正性
"#微博视界大会# 复古与典雅的灵动诠释，眸间星闪中尽抒浪漫气息，@白鹿my 如暗夜星光，璀璨夺目💎

💄：@杨单Danny 
👗：@闵塔鲨 ​",正性
看这眼神 你又幸福了 轩。 ​,正性
#这就是街舞#剧照放送中~@时代少年团-丁程鑫 作为街舞联欢会“游戏王”，多少有点天赋在身上，这不把街仔看呆了[doge] ​,正性
一些拍照食物构图📷 ​​​,正性
总到饺子店要饭的小猫，最后咪咪肉眼可见的变圆润了哈哈哈哈哈哈哈哈哈 http://t.cn/A6lwREpc ​,正性
"#GQ路透#
蹲一个帅气男主角——王一博
#王一博gq盛典# http://t.cn/A6lLeH2V ​",正性
宋江 ​,正性
奚梦瑶喜欢吃辣条，得知这公司没上市，喊话何猷君买下辣条公司[允悲]  ​​​ http://t.cn/A6lhI5E7 ​,正性
#沈月[超话]# 祝我们奶凶奶凶的秦兰宝宝杀青快乐，不愧是东方家的人！🤫 #沈月东方秦兰# http://t.cn/A6lAWbie ​,正性
"【室的备忘录】

由于进迪士尼园区是保密状态，室所有人不准带相机，手机摄像头也都贴了防止拍摄的贴纸，所以在园区内没有拍摄花絮物料。

在酒店会有一点花絮，后面会放出来[老师爱你] ​",负性
"张艺兴 大航海·无远弗届  完美收官🎆🎆
感谢信任 感谢团队 感谢每位台前幕后的老师❤️ ​",正性
"#于适直播#  全程 （58分钟）
最近一直在忙着拍摄+聊封神对自己的收获，自己演的每个角色都很喜欢+让更多年轻人了解传承传统文化+是一个i人+于适画画，现场调 酒+未来想要挑战的角色不设定，没做过的都想去挑战+纯粹的做自己想做的事情，不忘初心好好的走下去[哇]
#星姐微博# http://t.cn/A6lLSYS6 ​",正性
#狐妖小红娘竹业篇杀青特辑# 不善吹笛善斗法。东方淮竹，期待再遇。#狐妖小红娘竹业篇杀青##狐妖小红娘竹业篇# http://t.cn/A6lAUkZm ​,正性
暴力解惑：人和人永远不会互相理解 ​​​,正性
"【#声生不息家年华# 精彩回顾】 
#声生不息#精彩回顾之《跟着你到天边》 
 
沿着岁月的痕迹 
漫步在如烟的昨天 
容颜变 岁月迁 
温情不减 
 
每周六@芒果TV 12:00、@湖南卫视 22:00 ，12月17日起每周日TVB-J2 19:30播出！ http://t.cn/A6lA9tNN http://t.cn/A6lAR1Ql ​",正性
EXO 2013年发行的《初雪》获得Mubeat音乐银行预投票1位 ​,负性
#白鹿哭戏导演喊停仍未出戏#《宁安如梦》花絮，白鹿哭戏导演喊停仍未出戏，真的是沉浸式演绎，演员白鹿值得，收官了，舍不得和姜雪宁说再见，呜呜呜呜呜[苦涩]#宁安如梦# http://t.cn/A6lPR2t6 ​,正性
正式被确诊为社交冷漠症 ​,中性
大熊猫不慎落水 通过自救和两脚兽帮助最终上岸 http://t.cn/A6lwK6mC ​,正性
"📷📷📷 关于纸。 点开有live[融化]

#电影纸新娘# ​",负性
#声生不息# 首次vlog✌🏻揭秘山河图舞台台前幕后，悄悄告诉你们歌词真的很难，我半夜还查了字典解析🤫 http://t.cn/A6lZ5kv2 ​,正性
"成都终于有啦 ！🟢🟩无性别极简风穿搭
情侣们快看过来啦！520准备出去约会不知道穿什么的 可以去这家店看看！👀
整个店的风格都是极简风 ～简单又极度舒适
男女通穿～每款都是白搭不会出错 小个子也可以轻松驾驭
进去就出不来啦！🫡

#日常##探店# ​",负性
"不愧是口红界的爱马仕，无论是外壳还是膏体都相当有质感！
黄皮MM们也不要怕，非常可驾驭，又纯又欲的嘴巴一绝

#好物推荐##美妆##好物分享# http://t.cn/A6lLVYMT ​",正性
我是普法宣传员李一桐，关注未成年人保护，关注#重返庭审现场#，守护司法公正，捍卫司法权威。让我们为未成年人安全、健康成长营造良好的法治和社会环境。#中国少年法庭#  @最高人民法院 ​,正性
"每晚十点⏰考研真题中记短语，
2016英语二中的一个句子：
In particular, they 𝙘𝙖𝙡𝙡𝙚𝙙 𝙛𝙤𝙧 forging closer collaborations with western state governments, which are often uneasy with federal action, and with the private landowners who control an estimated 95% o ​",正性
"#视界大会红毯#
我万万没想到会在微博视界大会红毯直播中看到上期你好星期六檀健次卧底局的复盘，笑晕！！
杨迪主持熟人局就是有意思一声大哥梦回Hi6😂

u1s1檀健次今天AllBLACK黑西装帅得好超过🙊
在播剧《很想很想你》，马上进组《滤镜》，看到微博视界大会节目单上写今晚还有《一念无明》舞台好 ​",正性
【戏客现场】#成毅 礼仪小姐请下班# #成毅红毯采访好拘谨# #视界大会红毯# 成毅红毯采访高清fo[爱慕]太可爱啦淇淇！感觉杨迪采访到他的时候都变夹子音了[允悲]还因为紧张拘谨一直有点小口误，大家也都宠溺旁观调侃[笑cry]很想说一句：i人真的不是你们e人的玩具[泪][doge]#微博视界大会#  ​,正性
"#华晨宇[超话]# 

碰碰手指就约好明年见咯@华晨宇yu 

#2023华晨宇火星演唱会# ​",负性
这姓名牌也太可爱了 ​,正性
"哈哈哈哈哈哈哈借小猫靠一靠的小狗！
结果猫猫：你的头三斤重[泪]，你的头发占两斤

ig：yabi__akita http://t.cn/A6lhxkv1 ​",正性
"幸福感购物拆箱📦

收到快递了❗️是什么都有的购物分享 视频在路上[doge] ​​​",中性
"在网上假扮瘦弱的小型犬招摇撞骗，结果误入直播间暴露真相。我不敢看弹幕……

ig：oliver_and_sebastian ​",负性
"林俊杰回应演唱会上舞蹈片段被网友恶搞：“如果你只是想通过在表演片段上加上奇怪的音乐来获得快乐，下次请不要来我的演唱会。这并不好笑也不尊重。”

#林俊杰 下次请不要来我的演唱会##玩梗 林俊杰舞蹈##胡夏删视频# ​",正性
【#待播年代剧中的青春感#】年代剧的烟火气和时代感获得了许多观众的喜爱，同时剧中的青春记忆也引发许多人的共鸣。《要久久爱》《致1999年的自己》《明天的少年》《少年巴比伦》等待播年代剧中的青春感让网友期待。评论区留言你最爱看的那一部吧！ ​,正性
一些记忆碎片 ​,正性
"宝贝一切顺利
期待下次见面～@张艺兴 

231203 CKG 出发✈️#张艺兴[超话]# http://t.cn/A6lZjIps ​",正性
#成毅赵露思7G组合#啥7G组合没听过，果不淇然组合听说过吗？成毅在的地方就有ie，今晚成毅上台时候的呼喊声又一次见证了：果不淇然，宇宙最甜！恭喜年度表现力演员成毅！@成毅 #成毅微博视界大会# ​,正性
"#薛之谦官宣三场演唱会# 
从未见过一个歌手的巡演可以跨越四个年份
从未见过一个歌手的巡演
可以从国内到国外还能再回到国内继续开 
从未见过一个歌手一周一地开唱 两三场连开
这种频率可以毫无间断持续近一年
从未见过一个歌手在这么密集的演唱会下
音乐节 发新歌 综艺录制 帮别人写歌也完全没耽误
从 ​",正性
原来躺平才是最好的医美 ​,正性
